warehouse_id,product_id,stock_received,stock_dispatched,inventory_date
WH004,P01427,218,80,2023-09-16
WH016,P00611,483,357,2024-10-23
WH004,P00057,307,218,2024-12-18
WH015,P01611,221,215,2022-03-18
WH016,P01609,90,22,2022-09-04
WH011,P00215,182,68,2023-01-23
WH001,P01956,412,119,2023-04-11
WH013,P01073,185,167,2023-09-21
WH012,P00990,36,20,2022-03-14
WH005,P01526,141,65,2023-06-01
WH004,P01132,364,236,2024-10-15
WH002,P01814,80,32,2022-12-13
WH014,P01134,174,90,2022-09-22
WH020,P01695,328,159,2022-06-25
WH008,P01042,164,4,2024-06-02
WH006,P01247,362,121,2023-03-04
WH001,P00100,227,135,2023-10-06
WH006,P00585,2,2,2022-01-10
WH001,P00631,222,52,2022-01-22
WH013,P01635,116,88,2022-08-09
WH011,P01093,440,26,2024-11-16
WH007,P00224,170,134,2024-12-24
WH013,P00246,225,49,2024-12-01
WH007,P00469,213,125,2023-11-29
WH015,P00482,11,2,2023-09-03
WH012,P00617,318,206,2024-10-18
WH018,P00550,336,330,2023-12-17
WH013,P01645,285,140,2024-07-06
WH004,P01119,94,93,2022-10-28
WH012,P00978,394,319,2023-08-09
WH010,P00828,448,233,2024-05-15
WH007,P00665,86,15,2022-07-22
WH015,P00868,130,67,2022-12-16
WH013,P01216,497,125,2024-01-29
WH013,P01704,419,245,2022-03-20
WH012,P01904,365,111,2024-07-10
WH011,P01982,302,123,2023-03-27
WH001,P00864,423,176,2022-04-09
WH016,P00235,99,12,2023-08-05
WH007,P00995,31,3,2022-02-07
WH001,P01366,424,407,2022-05-26
WH013,P00340,219,101,2024-03-20
WH009,P00834,16,8,2022-08-30
WH007,P00501,107,80,2022-05-19
WH019,P00486,357,165,2023-06-07
WH004,P00041,307,20,2024-09-25
WH011,P01100,143,9,2022-11-20
WH018,P01741,346,169,2022-01-26
WH007,P00729,33,6,2024-07-24
WH001,P00838,417,398,2023-04-15
WH008,P00715,144,75,2023-02-05
WH007,P00557,43,43,2024-05-22
WH009,P01436,362,19,2022-03-06
WH015,P00682,84,32,2023-06-30
WH014,P01008,431,358,2022-12-28
WH016,P01403,216,212,2023-02-26
WH001,P00849,413,56,2023-10-08
WH019,P00880,280,163,2022-07-10
WH007,P00636,467,406,2024-04-06
WH016,P00218,312,256,2023-12-25
WH005,P01708,476,287,2023-03-12
WH013,P01436,67,29,2024-10-05
WH002,P00723,265,48,2022-06-20
WH004,P01963,498,316,2023-05-25
WH018,P00764,488,227,2022-11-27
WH014,P00714,72,70,2023-11-25
WH002,P00874,287,193,2024-09-14
WH015,P00085,414,145,2022-04-01
WH016,P00042,144,101,2023-03-16
WH018,P01670,499,186,2024-09-27
WH003,P01176,422,272,2022-12-24
WH016,P00649,146,78,2024-03-18
WH010,P00722,170,22,2024-02-11
WH011,P01840,102,43,2022-01-13
WH009,P01748,83,82,2022-08-14
WH004,P00197,178,71,2023-02-07
WH019,P00592,132,71,2022-05-26
WH008,P00583,189,69,2024-01-22
WH015,P00214,457,31,2024-07-16
WH008,P00637,182,119,2024-01-17
WH018,P01461,479,320,2022-05-21
WH001,P01349,221,106,2023-01-18
WH020,P00143,430,351,2022-02-15
WH009,P00088,112,97,2022-09-19
WH002,P01031,155,113,2022-05-13
WH013,P00022,125,106,2023-12-28
WH002,P00692,414,107,2024-03-09
WH019,P00820,418,293,2023-12-05
WH007,P01076,113,30,2024-03-05
WH001,P00992,357,84,2022-05-24
WH003,P01018,178,7,2024-01-01
WH001,P01556,342,151,2022-04-18
WH020,P01829,338,54,2022-08-26
WH014,P00981,391,184,2022-06-12
WH006,P00376,124,113,2023-05-07
WH014,P01675,499,256,2024-07-11
WH001,P01639,327,178,2023-10-28
WH015,P00217,365,287,2022-11-25
WH003,P00229,116,17,2023-08-08
WH003,P01793,210,199,2024-01-28
WH018,P01956,281,131,2023-07-06
WH001,P00825,137,112,2024-11-19
WH009,P00005,229,79,2023-05-15
WH020,P01876,75,43,2023-09-12
WH007,P01113,304,242,2022-12-27
WH014,P00854,98,23,2023-11-17
WH002,P01325,341,22,2023-10-05
WH004,P00352,245,182,2022-06-09
WH018,P01472,46,45,2024-05-28
WH008,P01948,178,99,2024-07-19
WH014,P01201,356,331,2024-04-10
WH010,P01445,165,107,2024-09-17
WH006,P00204,288,257,2022-05-03
WH015,P01710,158,57,2023-12-10
WH003,P01340,393,374,2024-07-15
WH002,P00393,280,59,2022-04-11
WH006,P01684,460,451,2023-09-05
WH006,P01608,305,258,2022-05-15
WH014,P01089,95,22,2024-05-05
WH016,P01904,204,16,2023-11-11
WH017,P01538,339,13,2022-04-09
WH012,P00998,234,47,2023-06-16
WH013,P00492,76,52,2024-12-01
WH007,P00117,33,7,2024-12-14
WH007,P00197,89,75,2022-08-06
WH014,P00318,150,30,2024-12-25
WH018,P01790,330,52,2023-10-20
WH003,P00649,32,5,2022-03-05
WH011,P00605,63,56,2022-08-17
WH019,P00588,163,134,2023-07-17
WH015,P00798,402,106,2022-08-15
WH014,P01916,97,79,2023-05-21
WH003,P00791,450,249,2022-05-09
WH017,P00299,157,57,2024-07-14
WH009,P01824,24,4,2022-09-25
WH004,P01359,283,88,2022-11-17
WH015,P00847,418,350,2022-10-14
WH015,P01727,336,112,2023-02-07
WH007,P00652,208,186,2022-10-28
WH003,P01471,80,2,2023-04-02
WH001,P00249,425,256,2022-11-24
WH008,P00225,221,17,2022-07-02
WH019,P01101,295,199,2024-05-03
WH012,P00027,280,259,2024-03-20
WH002,P00071,239,120,2024-10-08
WH001,P00442,20,0,2023-02-27
WH008,P00375,201,173,2023-04-21
WH019,P01856,13,12,2023-04-27
WH003,P01351,225,159,2022-10-17
WH020,P01451,357,325,2024-12-05
WH014,P01119,37,33,2024-06-15
WH008,P01095,277,183,2023-04-03
WH013,P00501,117,55,2023-10-19
WH015,P00603,230,100,2023-03-19
WH001,P00503,417,129,2022-06-30
WH016,P00266,13,12,2024-02-25
WH020,P00223,276,38,2023-11-16
WH008,P00965,277,123,2022-03-05
WH014,P00456,97,71,2023-05-09
WH016,P01336,269,208,2022-11-05
WH008,P00950,95,31,2023-12-24
WH017,P01117,22,5,2022-03-03
WH016,P01599,91,28,2023-04-20
WH004,P01641,96,75,2023-12-05
WH005,P00438,485,80,2023-06-24
WH019,P01823,106,69,2022-07-09
WH004,P01310,339,45,2022-07-28
WH008,P01311,252,14,2023-08-17
WH016,P00483,130,26,2023-05-12
WH013,P00439,482,367,2022-05-18
WH014,P00540,265,97,2023-06-24
WH008,P00527,57,50,2024-01-30
WH011,P00918,217,134,2023-11-18
WH002,P01022,232,222,2024-04-20
WH012,P00093,46,18,2023-11-02
WH011,P00700,196,157,2022-10-29
WH015,P01566,399,196,2024-04-11
WH001,P00330,43,5,2022-12-24
WH019,P00373,498,320,2024-06-21
WH006,P00797,200,176,2024-08-19
WH007,P00538,204,123,2023-03-23
WH006,P00600,195,122,2023-04-26
WH006,P00177,244,117,2023-12-16
WH009,P01872,142,19,2022-02-20
WH017,P01640,212,29,2024-03-09
WH019,P00745,392,88,2024-11-07
WH012,P00913,466,4,2024-12-02
WH012,P01520,48,27,2024-03-03
WH017,P00039,417,82,2024-03-07
WH008,P00181,70,10,2023-12-10
WH016,P01563,247,179,2023-03-14
WH002,P01766,113,84,2022-08-18
WH019,P00845,418,319,2023-08-31
WH014,P00559,324,163,2022-01-14
WH015,P01864,345,126,2024-01-25
WH006,P01389,9,4,2023-02-12
WH018,P01083,202,91,2023-01-20
WH007,P00102,362,156,2024-03-24
WH017,P00508,255,106,2022-02-24
WH018,P00833,29,2,2024-10-19
WH005,P00352,255,29,2024-10-14
WH013,P00324,95,41,2022-11-30
WH007,P01918,90,77,2022-12-29
WH017,P01144,159,45,2024-06-18
WH008,P00249,478,30,2023-04-21
WH015,P01302,398,47,2022-07-11
WH020,P01417,479,196,2023-07-18
WH015,P01060,454,183,2024-03-20
WH006,P00100,227,27,2022-06-29
WH003,P01994,331,245,2024-03-20
WH005,P01587,130,92,2022-01-25
WH016,P00092,16,1,2023-03-21
WH014,P00224,109,33,2024-12-17
WH001,P01130,299,22,2022-12-14
WH018,P00509,63,0,2023-09-19
WH017,P01758,167,126,2022-06-09
WH015,P01228,47,25,2022-09-05
WH017,P01005,273,152,2024-05-21
WH004,P01486,325,86,2022-12-28
WH011,P01107,208,45,2022-01-15
WH005,P01194,423,201,2024-11-17
WH008,P00083,82,48,2023-08-28
WH019,P01845,456,370,2023-12-25
WH018,P00154,424,32,2024-11-17
WH004,P01398,179,48,2022-02-11
WH014,P01566,5,0,2024-10-25
WH003,P01678,34,31,2024-03-24
WH019,P01669,452,154,2022-01-28
WH018,P00495,93,5,2023-06-11
WH005,P00789,484,343,2023-04-29
WH007,P00619,97,24,2024-08-19
WH002,P00291,418,163,2022-05-23
WH011,P00839,294,87,2023-10-06
WH017,P00494,82,73,2022-04-10
WH020,P00841,237,209,2022-05-03
WH019,P01763,160,91,2023-11-19
WH019,P01181,382,288,2024-02-14
WH004,P01191,196,181,2022-11-14
WH004,P01093,48,39,2023-08-08
WH020,P01676,194,22,2023-04-25
WH006,P00355,433,356,2024-07-04
WH014,P01252,279,98,2023-09-02
WH016,P01149,128,98,2022-06-18
WH007,P01652,5,4,2022-10-29
WH014,P01920,449,29,2024-10-05
WH006,P01460,422,251,2023-04-14
WH009,P01316,410,359,2022-07-03
WH006,P01900,242,200,2023-05-26
WH009,P01917,307,24,2024-08-18
WH016,P01082,318,181,2022-03-31
WH007,P01324,484,353,2024-04-10
WH004,P01769,163,122,2024-12-05
WH001,P00914,312,85,2022-04-09
WH002,P00190,201,185,2024-04-19
WH005,P00825,308,168,2024-09-01
WH006,P00106,199,190,2023-09-08
WH005,P01382,25,1,2023-08-14
WH001,P01942,346,230,2024-05-19
WH008,P00741,49,8,2023-07-18
WH019,P01325,194,157,2022-10-01
WH001,P00927,332,47,2023-02-03
WH017,P01156,24,14,2024-08-19
WH007,P00540,22,2,2024-07-01
WH013,P01913,84,76,2022-05-30
WH005,P01116,239,39,2024-12-25
WH020,P00890,236,51,2022-12-03
WH009,P01617,427,323,2022-06-18
WH020,P00333,185,95,2023-04-06
WH011,P01807,406,94,2023-01-16
WH014,P01858,78,16,2024-02-22
WH016,P01872,499,49,2023-01-09
WH019,P00058,197,60,2024-05-19
WH019,P00096,378,42,2022-12-09
WH013,P01606,420,243,2024-02-29
WH017,P00187,392,324,2023-01-24
WH011,P00762,235,106,2024-08-09
WH011,P00977,34,26,2023-12-02
WH014,P00685,490,337,2022-03-31
WH017,P00936,181,163,2023-10-30
WH002,P00734,64,61,2022-10-21
WH006,P00867,59,8,2023-02-26
WH002,P00858,70,55,2022-11-18
WH013,P01312,282,138,2024-12-01
WH011,P00073,425,200,2023-05-16
WH016,P00091,175,156,2024-02-23
WH017,P00142,114,99,2022-07-27
WH005,P01877,224,71,2022-07-13
WH020,P00551,63,36,2022-11-15
WH006,P00258,380,255,2024-01-10
WH014,P01572,347,160,2022-06-16
WH004,P01511,111,22,2023-08-03
WH008,P00033,347,69,2023-02-01
WH013,P00324,496,109,2024-09-03
WH007,P00392,209,8,2024-11-11
WH006,P00706,486,315,2024-05-24
WH017,P01741,27,25,2022-11-03
WH009,P01176,32,14,2022-01-23
WH018,P00742,47,20,2024-11-29
WH001,P01537,336,61,2024-03-30
WH004,P01264,224,121,2023-11-27
WH001,P01282,431,128,2023-09-05
WH001,P00918,179,135,2023-02-10
WH007,P01461,93,44,2024-11-03
WH013,P01633,466,287,2024-03-13
WH019,P00705,422,405,2022-08-06
WH018,P01980,320,106,2024-04-22
WH018,P00864,224,192,2023-04-29
WH003,P01823,260,122,2023-05-19
WH014,P01539,281,73,2024-06-25
WH019,P00886,378,236,2022-12-28
WH012,P00823,323,262,2024-08-23
WH001,P00263,253,175,2023-10-04
WH006,P01513,167,93,2022-08-01
WH016,P00574,491,19,2022-07-15
WH015,P01502,139,107,2022-04-16
WH017,P00162,296,204,2024-01-14
WH017,P01347,420,210,2023-05-21
WH003,P01609,21,15,2024-08-12
WH010,P00907,267,261,2023-08-05
WH016,P01899,468,317,2024-11-22
WH019,P01055,421,305,2023-01-19
WH019,P01889,261,164,2023-11-03
WH007,P01856,259,103,2022-04-23
WH015,P01464,207,153,2024-08-24
WH019,P00512,116,34,2024-07-12
WH014,P00375,181,140,2023-10-01
WH003,P01459,284,132,2023-07-25
WH002,P01024,252,175,2023-08-18
WH012,P00210,462,266,2022-09-17
WH009,P01885,312,63,2023-03-26
WH011,P00647,42,34,2023-01-09
WH005,P01641,106,63,2022-12-18
WH013,P01130,154,102,2023-07-27
WH014,P00128,40,18,2024-01-30
WH008,P00808,96,16,2024-08-31
WH019,P00001,441,412,2023-02-26
WH008,P01263,28,26,2022-02-20
WH004,P00645,32,28,2024-05-03
WH009,P00567,367,316,2024-06-10
WH011,P01041,306,21,2023-03-28
WH017,P01757,475,367,2022-07-09
WH015,P01205,163,58,2022-05-09
WH016,P01704,5,1,2022-06-21
WH009,P01194,41,17,2023-10-25
WH005,P01610,95,58,2022-05-22
WH014,P00660,55,26,2022-11-15
WH018,P00082,440,81,2022-10-31
WH012,P01319,461,299,2022-08-26
WH018,P00454,178,72,2023-09-05
WH016,P00647,499,435,2022-08-22
WH013,P00970,319,39,2024-08-03
WH004,P00611,439,218,2024-04-14
WH004,P00987,277,74,2024-10-15
WH005,P01252,366,226,2022-05-23
WH006,P01157,150,59,2022-07-14
WH017,P00724,472,219,2023-08-02
WH011,P01758,445,244,2024-01-22
WH013,P00445,403,365,2024-09-16
WH010,P00037,28,18,2024-07-20
WH005,P00868,324,92,2023-03-28
WH020,P01263,95,59,2023-05-09
WH012,P01773,279,274,2024-11-16
WH016,P01948,164,13,2022-03-18
WH003,P01843,329,31,2024-07-04
WH017,P00858,91,24,2022-09-20
WH007,P01918,128,45,2024-02-01
WH001,P00204,469,409,2023-03-05
WH003,P00692,428,393,2024-02-22
WH002,P00227,242,69,2024-08-29
WH018,P01809,2,1,2022-10-07
WH008,P01446,141,28,2022-12-26
WH019,P01285,339,264,2022-11-09
WH011,P01894,168,47,2022-05-16
WH019,P00694,79,25,2023-05-08
WH020,P00880,461,71,2024-08-30
WH017,P00159,41,2,2022-08-06
WH016,P01161,161,101,2024-07-08
WH010,P00754,261,114,2024-04-13
WH006,P00072,472,104,2024-01-26
WH013,P01867,97,36,2023-02-07
WH012,P01012,51,40,2022-10-01
WH017,P01105,400,324,2023-07-04
WH010,P00992,267,89,2024-03-23
WH003,P01020,178,76,2024-07-22
WH002,P01904,227,171,2023-12-06
WH013,P01743,239,112,2023-07-06
WH016,P01628,441,256,2023-07-25
WH002,P01104,203,49,2022-05-14
WH008,P01652,295,230,2023-06-16
WH016,P01872,168,72,2023-02-20
WH001,P01853,252,174,2022-06-25
WH019,P00146,120,87,2023-10-31
WH020,P00565,288,5,2023-08-02
WH002,P01054,158,91,2022-01-24
WH009,P00222,318,82,2023-12-09
WH003,P00070,74,68,2022-08-24
WH019,P01579,222,126,2022-11-14
WH005,P01913,220,54,2023-09-07
WH020,P01981,136,2,2024-09-13
WH013,P01908,180,106,2022-03-18
WH007,P01864,189,186,2023-12-26
WH013,P00834,394,198,2023-09-07
WH010,P00178,206,150,2024-05-25
WH019,P01479,72,49,2024-08-28
WH013,P00170,466,236,2024-01-31
WH007,P00672,441,297,2022-07-25
WH015,P00178,56,16,2023-06-25
WH013,P00358,245,170,2023-03-07
WH004,P01752,249,83,2024-03-18
WH001,P01209,349,84,2022-12-17
WH012,P01327,15,9,2022-01-21
WH016,P00161,347,105,2024-02-04
WH005,P00287,367,44,2023-10-27
WH018,P01669,252,69,2023-06-15
WH003,P00105,81,14,2024-01-14
WH019,P01591,375,343,2023-06-22
WH004,P01565,247,171,2024-07-18
WH007,P01444,192,121,2022-02-05
WH005,P01590,319,6,2022-06-06
WH001,P01352,103,10,2024-05-15
WH011,P00726,440,239,2023-06-18
WH010,P01584,212,70,2024-01-21
WH014,P00283,13,13,2022-08-11
WH005,P00870,284,143,2022-08-25
WH017,P00976,474,216,2023-01-22
WH007,P00436,351,113,2024-08-10
WH010,P00019,250,221,2024-06-19
WH003,P01417,132,35,2022-04-06
WH019,P00146,123,90,2024-06-09
WH010,P01243,75,18,2022-07-03
WH006,P01300,361,355,2022-02-16
WH016,P00094,332,63,2022-08-31
WH010,P00767,342,24,2024-06-01
WH005,P00508,330,106,2022-10-06
WH001,P00570,282,263,2022-11-20
WH019,P01363,432,206,2023-09-28
WH005,P01945,405,387,2023-03-17
WH018,P00911,169,56,2023-01-11
WH018,P00415,440,207,2022-08-27
WH007,P00689,40,12,2022-12-08
WH017,P00345,17,13,2022-05-09
WH014,P00414,9,6,2023-01-31
WH015,P01423,83,39,2024-11-03
WH019,P00733,103,16,2022-05-06
WH010,P00838,434,205,2023-11-15
WH004,P00657,60,23,2022-08-09
WH005,P00768,36,1,2023-10-02
WH015,P01748,178,9,2024-07-26
WH009,P00669,246,74,2024-10-20
WH019,P00098,499,185,2024-04-30
WH015,P00251,322,105,2024-05-08
WH017,P01225,105,101,2023-11-27
WH007,P00500,425,314,2024-11-16
WH020,P01789,416,369,2024-03-01
WH005,P01515,462,460,2024-06-27
WH009,P01853,487,412,2022-09-30
WH011,P00245,418,247,2023-04-19
WH009,P00084,134,89,2022-04-09
WH014,P01753,374,243,2024-04-16
WH008,P01071,196,134,2024-11-17
WH010,P01678,413,360,2023-11-14
WH018,P01247,388,340,2023-12-29
WH008,P01599,311,164,2024-11-18
WH004,P01674,241,171,2022-08-09
WH019,P00768,439,376,2023-11-05
WH008,P00468,416,317,2023-12-09
WH002,P00809,380,197,2024-10-30
WH011,P01788,169,73,2022-10-09
WH013,P01486,186,58,2023-05-08
WH003,P01143,27,9,2024-02-07
WH004,P01281,9,3,2022-06-02
WH005,P01307,192,134,2024-07-06
WH004,P00227,219,96,2023-11-21
WH008,P01095,1,0,2023-04-16
WH009,P01271,178,168,2023-08-12
WH005,P00035,281,18,2022-04-02
WH012,P00996,175,13,2022-03-23
WH006,P01992,453,449,2024-12-20
WH010,P01613,58,21,2023-08-15
WH013,P01069,237,132,2022-05-12
WH007,P01963,104,6,2023-01-20
WH019,P00963,346,170,2022-04-22
WH016,P01973,316,270,2023-01-28
WH013,P00511,163,9,2024-12-21
WH001,P00543,92,85,2023-01-12
WH018,P01968,482,478,2023-12-31
WH016,P01965,290,151,2024-10-02
WH020,P01224,299,299,2022-03-04
WH020,P01956,394,324,2023-01-11
WH001,P01508,336,266,2022-04-03
WH017,P01266,186,21,2022-04-23
WH008,P00734,127,106,2022-07-18
WH013,P01777,306,265,2022-10-18
WH017,P01286,455,147,2024-12-13
WH002,P00417,478,71,2023-10-25
WH017,P00548,325,54,2024-04-14
WH014,P00842,356,260,2023-11-23
WH015,P00483,2,2,2022-04-09
WH016,P01153,220,67,2024-06-07
WH020,P01796,439,219,2022-01-09
WH012,P01004,410,14,2023-09-04
WH018,P01541,369,130,2023-08-11
WH001,P01879,180,1,2022-04-18
WH011,P00183,479,316,2024-08-15
WH006,P00191,185,180,2023-12-29
WH020,P00701,297,111,2024-02-25
WH014,P01775,304,245,2023-07-13
WH007,P01402,475,410,2024-10-16
WH012,P01250,372,27,2023-07-03
WH007,P01521,431,8,2023-05-15
WH017,P00929,9,4,2023-08-23
WH010,P01327,268,206,2023-04-30
WH010,P00219,463,271,2023-09-26
WH012,P01944,369,90,2024-07-22
WH015,P00051,223,46,2024-01-13
WH009,P01118,229,116,2024-01-04
WH006,P00672,196,13,2024-02-05
WH005,P01357,92,55,2022-01-15
WH006,P01041,323,275,2022-04-03
WH013,P01215,260,164,2023-09-15
WH013,P00778,386,376,2022-09-13
WH004,P00736,399,395,2022-03-23
WH007,P00599,213,184,2024-01-27
WH016,P00046,24,24,2023-07-01
WH017,P01879,470,460,2023-03-14
WH007,P00730,389,383,2023-03-19
WH012,P00118,13,13,2023-04-21
WH003,P00114,273,149,2023-12-12
WH004,P00943,343,322,2024-02-20
WH012,P00490,48,3,2022-09-01
WH018,P01982,10,8,2024-01-22
WH016,P00012,472,279,2022-07-06
WH002,P01796,224,147,2023-06-12
WH003,P00127,31,31,2024-08-21
WH002,P01805,108,32,2023-04-12
WH013,P00480,197,188,2024-08-07
WH015,P01473,250,76,2024-02-06
WH011,P00134,436,368,2022-03-25
WH015,P00274,271,240,2024-09-16
WH020,P01447,382,66,2023-05-31
WH018,P00741,355,72,2024-03-27
WH011,P00851,179,73,2024-08-01
WH010,P01902,440,204,2023-11-09
WH003,P01165,29,7,2023-02-26
WH019,P01048,223,195,2022-03-11
WH009,P00708,382,163,2024-06-17
WH004,P01120,220,165,2023-12-25
WH008,P00236,419,402,2024-09-14
WH006,P01675,33,7,2024-07-16
WH001,P01445,362,66,2024-05-06
WH010,P01665,443,296,2024-05-14
WH016,P00026,497,391,2023-04-18
WH017,P00059,300,177,2022-03-15
WH009,P00682,496,491,2024-08-19
WH008,P01670,166,7,2024-06-07
WH008,P01098,199,106,2023-03-16
WH005,P00436,36,21,2022-07-26
WH018,P00113,181,100,2022-05-28
WH020,P01420,129,44,2022-02-02
WH014,P00245,358,308,2023-09-24
WH010,P01370,325,270,2022-08-29
WH011,P01429,194,32,2024-11-06
WH006,P01103,387,245,2022-09-15
WH014,P01568,395,45,2023-04-01
WH006,P01797,350,78,2024-02-17
WH016,P00342,371,60,2023-12-13
WH016,P00489,475,179,2023-06-23
WH006,P00570,103,76,2023-11-28
WH007,P00831,61,53,2022-12-31
WH008,P00912,144,62,2022-01-26
WH005,P00145,399,80,2023-07-22
WH004,P00918,336,171,2024-06-02
WH011,P00031,30,27,2023-06-28
WH001,P01199,394,357,2023-01-08
WH005,P00882,218,83,2023-08-01
WH012,P00080,202,33,2024-06-16
WH002,P01446,107,29,2024-07-06
WH005,P00018,408,215,2024-01-10
WH017,P00768,94,45,2024-11-22
WH019,P01390,267,129,2022-06-10
WH017,P00861,186,74,2024-11-24
WH011,P00310,171,35,2024-06-12
WH019,P00547,2,2,2022-01-24
WH007,P01302,160,126,2023-02-07
WH018,P00139,420,165,2022-11-06
WH006,P00290,385,96,2024-08-20
WH019,P00750,48,10,2024-09-30
WH014,P01744,114,55,2022-06-19
WH015,P00206,58,30,2023-12-16
WH008,P01037,195,189,2022-02-28
WH004,P00980,11,2,2023-11-02
WH020,P01785,342,206,2024-10-19
WH015,P01340,434,294,2023-02-14
WH004,P00677,339,121,2023-01-28
WH008,P01165,435,254,2023-01-14
WH011,P01436,3,0,2022-03-26
WH002,P00008,245,189,2024-08-24
WH020,P00309,320,103,2022-10-25
WH006,P00118,26,19,2022-03-18
WH011,P00527,184,157,2023-02-24
WH016,P01953,415,111,2022-03-17
WH005,P01850,392,40,2022-08-25
WH018,P00659,48,2,2022-04-04
WH016,P01997,314,307,2023-06-19
WH015,P01049,116,53,2022-06-10
WH005,P00475,488,312,2023-12-28
WH005,P00167,78,9,2023-03-06
WH007,P01076,160,159,2022-08-29
WH009,P00931,160,7,2022-06-05
WH012,P00132,391,196,2023-07-30
WH002,P01354,348,22,2023-04-01
WH006,P01459,351,141,2022-05-03
WH016,P00856,283,24,2022-12-03
WH004,P00802,415,132,2022-07-06
WH007,P01607,147,8,2023-02-14
WH012,P01321,279,245,2022-06-15
WH015,P00992,454,99,2024-04-06
WH001,P00931,426,399,2024-10-06
WH002,P00156,370,179,2023-10-19
WH010,P00241,269,100,2024-06-12
WH012,P01736,442,337,2023-05-03
WH004,P00760,280,61,2022-01-30
WH016,P01552,323,29,2023-12-26
WH017,P01685,157,10,2022-12-20
WH018,P01036,66,55,2024-05-28
WH019,P01215,332,88,2022-11-08
WH013,P01145,436,315,2024-06-11
WH009,P01453,318,260,2022-03-30
WH019,P01959,275,167,2024-12-10
WH007,P01421,207,72,2023-05-28
WH008,P00196,324,187,2024-01-11
WH014,P00205,467,85,2023-02-16
WH011,P00315,258,194,2022-07-12
WH010,P00700,152,67,2023-04-14
WH016,P00319,25,13,2022-05-17
WH007,P00516,456,149,2022-03-14
WH008,P00509,433,361,2024-04-19
WH014,P00398,374,204,2022-08-03
WH003,P01450,166,101,2023-07-01
WH012,P01036,157,83,2022-01-24
WH020,P00102,85,29,2023-12-29
WH001,P01806,475,326,2024-06-02
WH001,P00355,312,255,2024-03-19
WH019,P00377,387,152,2023-04-27
WH016,P01778,6,1,2023-07-22
WH020,P00423,350,152,2023-06-08
WH004,P00884,361,290,2024-12-20
WH016,P01124,235,89,2023-10-19
WH019,P00703,150,36,2024-08-13
WH017,P01502,428,304,2024-04-22
WH014,P01040,412,373,2023-06-01
WH013,P00658,8,6,2023-09-28
WH010,P01373,476,110,2024-12-22
WH020,P00529,227,51,2022-04-17
WH019,P01155,465,460,2022-10-13
WH010,P00198,491,302,2024-09-13
WH016,P01836,230,138,2024-03-09
WH003,P01277,499,19,2022-12-01
WH011,P01842,220,51,2024-10-21
WH013,P01644,181,153,2023-08-02
WH013,P00507,55,41,2024-12-18
WH003,P01132,279,271,2022-03-15
WH014,P01679,111,99,2023-09-10
WH017,P00247,39,35,2024-12-24
WH006,P00443,108,24,2022-06-29
WH012,P01175,459,292,2023-04-02
WH002,P01911,451,85,2024-03-20
WH013,P00507,304,153,2022-03-03
WH016,P01284,349,308,2024-10-20
WH013,P01022,17,15,2024-04-18
WH002,P00501,236,52,2024-11-03
WH003,P01815,288,220,2023-02-26
WH003,P01575,39,23,2022-02-18
WH009,P01409,326,186,2024-07-24
WH006,P00264,231,96,2023-06-06
WH014,P01188,324,238,2024-11-02
WH014,P01627,118,71,2022-10-05
WH016,P00981,214,59,2023-01-31
WH011,P01931,42,15,2023-04-13
WH009,P01033,39,19,2023-05-18
WH016,P01077,63,37,2024-02-24
WH018,P00559,76,61,2024-10-17
WH012,P01316,20,4,2022-04-19
WH020,P00554,106,16,2023-04-05
WH015,P00198,471,85,2024-06-03
WH017,P01388,4,4,2023-12-04
WH002,P01560,415,57,2024-04-17
WH012,P00796,343,201,2023-03-13
WH005,P00748,395,52,2022-01-05
WH014,P01192,360,25,2022-11-08
WH019,P01652,316,141,2022-05-01
WH002,P01395,290,270,2022-01-03
WH004,P02000,342,296,2024-10-31
WH006,P01149,109,91,2022-07-19
WH012,P00028,435,112,2024-07-08
WH002,P00563,132,6,2023-03-26
WH014,P01485,112,57,2023-06-10
WH014,P01579,321,284,2023-02-03
WH016,P01965,425,345,2022-01-23
WH003,P01471,63,11,2022-01-22
WH017,P00469,404,284,2024-07-07
WH007,P00750,314,133,2023-12-16
WH009,P01476,135,83,2022-02-26
WH004,P01125,362,222,2022-08-03
WH016,P00921,100,87,2024-07-04
WH006,P00816,163,48,2024-07-13
WH003,P00093,237,79,2024-08-15
WH019,P00925,229,175,2022-09-25
WH009,P01209,404,28,2023-09-09
WH014,P00516,415,343,2022-04-24
WH020,P00281,200,112,2024-07-01
WH017,P01720,185,3,2024-10-02
WH018,P01282,332,222,2022-04-17
WH018,P00204,358,236,2023-07-23
WH019,P01112,417,41,2022-08-07
WH014,P00627,11,1,2022-04-18
WH012,P00718,39,18,2023-07-08
WH007,P00099,333,326,2024-10-14
WH003,P00283,302,274,2023-09-23
WH009,P01286,114,35,2024-08-18
WH013,P01121,175,105,2022-03-22
WH015,P00692,403,254,2022-10-07
WH008,P00032,255,0,2023-04-25
WH014,P01025,224,119,2024-01-01
WH013,P00395,462,57,2022-09-19
WH013,P00457,49,47,2022-01-27
WH009,P00806,317,234,2023-04-16
WH004,P01974,138,131,2022-03-01
WH020,P01393,396,98,2024-01-12
WH018,P00796,359,281,2023-05-26
WH010,P01410,32,8,2024-07-10
WH018,P01363,403,70,2024-01-05
WH003,P00230,463,188,2022-05-04
WH014,P00134,201,99,2023-12-24
WH020,P01878,128,27,2024-04-10
